cuit,year,pais,expo,labor,dext_trade,cname,ccode,tfin_real_us,develop,merco
30708929111,2006,112,45818.13,15,0,BENIN,BEN,31.332737,0,0
30709543802,2006,112,15781.8,20,0,BENIN,BEN,0,0,0
30709624535,2008,112,20203.62,12,0,BENIN,BEN,0,0,0
30663415057,2008,113,3408032.9,36,0,,,.38165942,0,0
30707349197,2008,113,336190.14,54,0,,,787.90405,0,0
30707232443,2008,113,15198,24,0,,,618.38367,0,0
30708498250,2005,113,10,47,0,,,.37883258,0,0
30708202025,2005,113,777388.8,30,0,,,68.534256,0,0
30501855932,2005,113,10846.9,24,0,,,2.755146,0,0
30678311401,2004,113,830.7,10,0,,,0,0,0
30506414934,2007,113,537909.05,146,0,,,4929.5645,0,0
30663415057,2006,113,224866.34,37,0,,,1.2441421,0,0
30573140644,2007,113,816,35,0,,,1.3890465,0,0
30707917845,2008,113,5960,49,0,,,227.85068,0,0
30708393351,2005,113,8173,15,0,,,0,0,0
30708393351,2006,113,3933,22,0,,,0,0,0
30708202025,2007,113,391052.5,39,0,,,.58146131,0,0
30708202025,2006,113,474561.2,29,0,,,0,0,0
30676357978,2007,113,21636.64,128,0,,,9.109561,0,0
30708393351,2004,113,31366.77,14,0,,,0,0,0
30696612605,2008,113,131428.44,34,0,,,16.570379,0,0
30663415057,2007,113,1370676.34,40,0,,,.6137647,0,0
30573140644,2006,113,4068.06,18,0,,,5.271234,0,0
30708929111,2006,113,11272.72,15,0,,,31.332737,0,0
30708846453,2008,113,2070,22,0,,,0,0,0
30504819988,2006,115,37439.96,578,0,,,.032740582,0,0
30560984770,2004,115,24713.88,3,0,,,0,0,0
30708929111,2007,115,91636.27,13,0,,,32.755653,0,0
30670904829,2005,115,34385.92,88,0,,,0,0,0
30708665009,2007,115,4000,14,0,,,37.181221,0,0
30560984770,2008,115,37199.96,73,0,,,0,0,0
30708225947,2006,115,21916.93,150,0,,,.032740582,0,0
30578885567,2005,115,21857.12,409,0,,,288.67041,0,0
30560984770,2006,115,73015.56,1,0,,,7.4648523,0,0
30560984770,2005,115,10933.32,1,0,,,.10331798,0,0
33614072429,2007,115,61745.38,189,0,,,0,0,0
30708580496,2006,115,39352.5,56,0,,,0,0,0
30560984770,2007,115,112021.51,75,0,,,0,0,0
30578885567,2005,116,52706.62,409,0,,,288.67041,0,0
30560984770,2008,117,50666.62,73,0,GHANA,GHA,0,0,0
30560984770,2006,117,11999.99,1,0,GHANA,GHA,7.4648523,0,0
30708929111,2007,117,120908.96,13,0,GHANA,GHA,32.755653,0,0
30506414934,2006,117,474363.16,148,0,GHANA,GHA,1669.7369,0,0
30670904829,2007,117,34076.81,120,0,GHANA,GHA,0,0,0
30708929111,2006,117,93839.91,15,0,GHANA,GHA,31.332737,0,0
30674273300,2008,117,27049.49,27,0,GHANA,GHA,119.36398,0,0
30707656480,2008,117,198920.77,258,0,GHANA,GHA,945.30676,0,0
30708929111,2008,117,73687.92,9,0,GHANA,GHA,130.14586,0,0
30660375631,2007,117,30282.25,54,0,GHANA,GHA,0,0,0
30709624535,2008,117,22909.07,12,0,GHANA,GHA,0,0,0
30560984770,2007,117,104285.61,75,0,GHANA,GHA,0,0,0
33614072429,2008,117,43039.96,190,0,GHANA,GHA,0,0,0
30506414934,2007,117,62999.94,146,0,GHANA,GHA,4929.5645,0,0
30709543802,2008,117,87223.54999999999,20,0,GHANA,GHA,55.785885,0,0
30708929111,2007,119,131765.33,13,0,,,32.755653,0,0
30670904829,2008,119,52506.62,128,0,,,0,0,0
30709543802,2006,119,30799.97,20,0,,,0,0,0
30708396628,2008,119,21600,51,0,,,1080.7004,0,0
30527913493,2007,119,13725,127,0,,,0,0,0
30670904829,2006,119,84626.08,96,0,,,0,0,0
30707656480,2005,119,10615.65,189,0,,,26.208324,0,0
30670904829,2007,119,82385.25,120,0,,,0,0,0
30503406736,2005,119,1323.85,17,0,,,0,0,0
30708929111,2008,119,28181.79,9,0,,,130.14586,0,0
30527913493,2008,119,43200,89,0,,,0,0,0
30700562022,2008,120,10538.04,27,0,,,90.135239,0,0
30504819988,2008,120,25142.83,504,0,,,0,0,0
30670904829,2007,122,16048.65,120,0,,,0,0,0
30670904829,2006,122,31864.23,96,0,,,0,0,0
30578885567,2008,122,32619.03,456,0,,,260.95963,0,0
30670904829,2008,122,27599.97,128,0,,,0,0,0
30676357978,2005,123,12507,108,0,LEBANON,LBN,38.399845,0,0
33614072429,2007,123,89797.02,189,0,LEBANON,LBN,0,0,0
30506414934,2008,123,210097.44,154,0,LEBANON,LBN,6440.3755,0,0
30560984770,2008,123,173257.47,73,0,LEBANON,LBN,0,0,0
30506414934,2008,126,420582.46,154,0,MALI,MLI,6440.3755,0,0
30593482894,2006,127,10120.93,25,0,MOROCCO,MAR,0,0,0
30557288380,2008,127,35980,14,0,MOROCCO,MAR,0,0,0
30568558142,2005,127,25500,37,0,MOROCCO,MAR,.79210442,0,0
30708580496,2006,127,177408,56,0,MOROCCO,MAR,0,0,0
30707232443,2007,127,8046,24,0,MOROCCO,MAR,755.25366,0,0
30557288380,2007,127,24605,10,0,MOROCCO,MAR,0,0,0
30708429313,2008,127,10246.85,112,0,MOROCCO,MAR,857.27063,0,0
30708580496,2005,127,37592,48,0,MOROCCO,MAR,0,0,0
30707526889,2004,127,77.75,18,0,MOROCCO,MAR,0,0,0
30708536853,2005,127,1992,4,0,MOROCCO,MAR,0,0,0
30708580496,2007,127,187972,60,0,MOROCCO,MAR,0,0,0
30707051767,2006,128,7,19,0,MAURITIUS,MUS,56.575726,0,0
30708183691,2008,128,2408.5,57,0,MAURITIUS,MUS,893.87817,0,0
30504819988,2007,129,47421.86,549,0,,,0,0,0
30504819988,2008,129,58338.04,504,0,,,0,0,0
30506414934,2008,130,350421.04,154,0,NIGERIA,NGA,6440.3755,0,0
30506414934,2006,130,45909.05,148,0,NIGERIA,NGA,1669.7369,0,0
30506414934,2007,130,67305.74000000001,146,0,NIGERIA,NGA,4929.5645,0,0
30709624535,2008,131,68236.3,12,0,,,0,0,0
30708929111,2005,131,79338.10000000001,8,0,,,0,0,0
30708202025,2006,131,1920344,29,0,,,0,0,0
30694449979,2005,131,451.56,20,0,,,0,0,0
30708929111,2006,131,186344.17,15,0,,,31.332737,0,0
30708929111,2008,131,149820.02,9,0,,,130.14586,0,0
30644120615,2006,131,809.52,15,0,,,0,0,0
30708202025,2005,131,1249567.34,30,0,,,68.534256,0,0
30709543802,2006,131,109504.98,20,0,,,0,0,0
30708202025,2007,131,1284474.91,39,0,,,.58146131,0,0
30708929111,2007,131,218350.64,13,0,,,32.755653,0,0
30611867340,2007,134,59772.67,93,0,SENEGAL,SEN,268.63513,0,0
33614072429,2007,134,290275.39,189,0,SENEGAL,SEN,0,0,0
30506414934,2008,134,70161.8,154,0,SENEGAL,SEN,6440.3755,0,0
30702031342,2004,134,20980.55,63,0,SENEGAL,SEN,0,0,0
30707232443,2007,134,14304,24,0,SENEGAL,SEN,755.25366,0,0
30560984770,2007,134,186046.87,75,0,SENEGAL,SEN,0,0,0
30708929111,2007,134,17978.16,13,0,SENEGAL,SEN,32.755653,0,0
30506414934,2007,134,53746.99,146,0,SENEGAL,SEN,4929.5645,0,0
30504819988,2008,135,30114.26,504,0,,,0,0,0
30708929111,2006,140,15272.71,15,0,TOGO,TGO,31.332737,0,0
30536780811,2008,141,65944.02,131,0,TUNISIA,TUN,0,0,0
30662520450,2005,141,45457,12,0,TUNISIA,TUN,0,0,0
30708580496,2006,141,63202.5,56,0,TUNISIA,TUN,0,0,0
30516234039,2006,141,59348.16,60,0,TUNISIA,TUN,.065481164,0,0
33565794049,2007,141,150256.14,84,0,TUNISIA,TUN,0,0,0
30707656480,2006,141,64095.64,231,0,TUNISIA,TUN,.032740582,0,0
33614072429,2008,141,89523.96000000001,190,0,TUNISIA,TUN,0,0,0
30632188680,2008,141,19875.27,86,0,TUNISIA,TUN,230.55409,0,0
30501637242,2008,144,88657.02,152,0,,,0,0,0
30707656480,2005,146,114179.32,189,0,,,26.208324,0,0
30708200847,2004,146,1552.89,12,0,,,0,0,0
30707998802,2005,146,1495.67,7,0,,,9.0575418,0,0
30708225947,2005,146,45332.25,177,0,,,0,0,0
30708183691,2008,147,12502.01,57,0,,,893.87817,0,0
30708183691,2007,147,10061.27,48,0,,,50.134884,0,0
30560984770,2008,147,908.7,73,0,,,0,0,0
30702031342,2006,147,42414.93,125,0,,,0,0,0
30585790822,2008,149,20571.41,175,0,,,1527.5918,0,0
30560984770,2004,149,24835.21,3,0,,,0,0,0
30659500945,2007,149,8036.219999999999,72,0,,,108.76557,0,0
30708511095,2007,149,6614,44,0,,,1417.2797,0,0
30527913493,2007,149,83271,127,0,,,0,0,0
30578885567,2005,149,68199.92999999999,409,0,,,288.67041,0,0
30670904829,2007,149,55606.61,120,0,,,0,0,0
30640156119,2004,149,9350.650000000001,6,0,,,.54732651,0,0
30643052225,2007,149,4374.98,13,0,,,0,0,0
30504819988,2008,149,305028.28,504,0,,,0,0,0
30707656480,2007,149,467971.38,245,0,,,140.35831,0,0
30644505339,2008,149,435251.56,108,0,,,.82692868,0,0
30660375631,2007,149,161024.63,54,0,,,0,0,0
30536780811,2005,149,60538.08,96,0,,,0,0,0
30504819988,2007,149,321517.77,549,0,,,0,0,0
30707656480,2008,149,453419.38,258,0,,,945.30676,0,0
30707510214,2007,149,1242,27,0,,,0,0,0
30707458891,2004,149,187224.58,29,0,,,0,0,0
33614072429,2008,149,41333.29,190,0,,,0,0,0
30565654019,2007,149,63476.51,210,0,,,2573.7092,0,0
30660375631,2008,149,117898.05,30,0,,,0,0,0
33708677669,2008,149,26240,47,0,,,579.16815,0,0
33708677669,2007,149,31135.72,47,0,,,507.22806,0,0
30670904829,2008,149,218516.45,128,0,,,0,0,0
30707452036,2005,149,2084.76,6,0,,,33.406143,0,0
30709331708,2008,149,325600.05,11,0,,,222.66646,0,0
30549202043,2008,149,203211.3,81,0,,,123.9757,0,0
30506414934,2007,149,477272.24,146,0,,,4929.5645,0,0
30567020734,2005,149,88610.5,156,0,,,771.47528,0,0
30708635851,2006,149,8137.5,13,0,,,13.849266,0,0
30708635851,2005,149,32424,9,0,,,0,0,0
30670904829,2005,149,17898.07,88,0,,,0,0,0
30670904829,2006,149,25902.36,96,0,,,0,0,0
30709543802,2008,149,22909.07,20,0,,,55.785885,0,0
30707656480,2006,149,166105.08,231,0,,,.032740582,0,0
30708225947,2005,149,25772.78,177,0,,,0,0,0
33639585889,2008,149,1225195.2,215,0,,,4.3572783,0,0
30708829400,2008,149,80228.49000000001,12,0,,,2.4807863,0,0
30504819988,2005,149,155817.18,526,0,,,0,0,0
30504819988,2006,149,278609.92,578,0,,,.032740582,0,0
30500814574,2004,149,4320,36,0,,,0,0,0
30708511095,2008,149,11435.89,37,0,,,1443.2769,0,0
33653239829,2008,149,241584.8,176,0,,,2088.1223,0,0
33614072429,2007,149,82122.62,189,0,,,0,0,0
30709774502,2008,149,237604.52,33,0,,,592.68524,0,0
30559108517,2008,151,1837500,226,0,MOZAMBIQUE,MOZ,1.4948326,0,0
30707816860,2005,151,3986.96,7,0,MOZAMBIQUE,MOZ,66.502335,0,0
30504819988,2007,151,95685.62,549,0,MOZAMBIQUE,MOZ,0,0,0
30504819988,2006,151,321560.63,578,0,MOZAMBIQUE,MOZ,.032740582,0,0
30707816860,2004,151,2676,4,0,MOZAMBIQUE,MOZ,0,0,0
30578885567,2005,158,97482.75999999999,409,0,NAMIBIA,NAM,288.67041,0,0
33653239829,2005,159,44119,186,0,,,313.32898,0,0
30708384239,2004,159,7723,90,0,,,0,0,0
30578885567,2006,159,139167.43,420,0,,,673.24463,0,0
30707232443,2008,159,43560,24,0,,,618.38367,0,0
30693449215,2004,159,7500,16,0,,,11.014946,0,0
30702041682,2004,159,280,29,0,,,0,0,0
30548578988,2006,159,6874.26,17,0,,,0,0,0
30709485047,2007,159,84210.31,27,0,,,2069.1301,0,0
30708619295,2006,159,122285.59,68,0,,,979.53271,0,0
30707656480,2008,159,137491.29,258,0,,,945.30676,0,0
33707261329,2004,159,14264.23,66,0,,,7.1836605,0,0
30708929111,2007,159,7036.44,13,0,,,32.755653,0,0
30681673497,2007,159,38861.68,13,0,,,0,0,0
30686422174,2006,159,3720.04,5,0,,,0,0,0
30708202025,2005,159,42697.2,30,0,,,68.534256,0,0
30707822933,2008,159,7908.56,32,0,,,4.6435232,0,0
30708361387,2008,159,2537.14,54,0,,,60.493015,0,0
30681673497,2006,159,125965.59,13,0,,,0,0,0
30708403020,2007,159,4667.53,8,0,,,0,0,0
30708429313,2007,159,9519.98,101,0,,,750.47272,0,0
30709900958,2008,159,68172.36,31,0,,,10005.297,0,0
30579866019,2006,159,18857.12,31,0,,,0,0,0
30708384239,2005,159,27907,46,0,,,0,0,0
30708619295,2005,159,238799.75,55,0,,,1107.3275,0,0
30560984770,2008,159,70331.66,73,0,,,0,0,0
30708533161,2004,159,1995.6,9,0,,,0,0,0
30708533382,2007,159,26,16,0,,,0,0,0
30644505339,2008,159,219047.39,108,0,,,.82692868,0,0
30708831839,2006,159,157573.27,19,0,,,62.534512,0,0
30709424307,2007,159,3838.25,9,0,,,0,0,0
30655248427,2006,159,21055.25,79,0,,,93.769028,0,0
30656995447,2007,159,39147.58,73,0,,,48.099773,0,0
30708361387,2007,159,2244.76,53,0,,,0,0,0
30686422174,2008,159,23293.57,7,0,,,0,0,0
30709485047,2008,159,25276.17,24,0,,,2448.7268,0,0
30631908892,2006,159,132285.59,85,0,,,1001.1415,0,0
33614072429,2008,159,50666.62,190,0,,,0,0,0
30709068977,2006,159,12952.5,6,0,,,0,0,0
30708436964,2005,159,5142,7,0,,,0,0,0
30661146202,2007,159,34525,12,0,,,.032303408,0,0
30708361387,2006,159,6940.940000000001,49,0,,,0,0,0
30578885567,2005,159,322910.09,409,0,,,288.67041,0,0
30661146202,2006,159,10497,8,0,,,0,0,0
30708202025,2006,159,1207416,29,0,,,0,0,0
30506414934,2006,159,53738.81,148,0,,,1669.7369,0,0
33709252769,2008,159,15099.99,11,0,,,0,0,0
30707428771,2004,159,1889.28,7,0,,,.47891068,0,0
30708403020,2006,159,10653.33,8,0,,,0,0,0
30709068977,2008,159,11407.51,6,0,,,0,0,0
30708403020,2005,159,916.6900000000001,6,0,,,0,0,0
30709261041,2007,159,1059.93,20,0,,,0,0,0
30708536853,2008,159,80,19,0,,,1.4312228,0,0
30686422174,2007,159,7197.14,7,0,,,0,0,0
30708429313,2008,159,1852974.34,112,0,,,857.27063,0,0
30578885567,2004,159,92747.55,363,0,,,250.57292,0,0
30708614455,2006,159,4230,16,0,,,21.445082,0,0
30709273473,2008,159,286523.53,39,0,,,2450.2217,0,0
30708642432,2008,159,4160,137,0,,,10.813684,0,0
30707232443,2007,159,38889,24,0,,,755.25366,0,0
30610668727,2006,159,4056.09,169,0,,,800.70367,0,0
33708604769,2007,159,282.13,7,0,,,118.45659,0,0
30681673497,2005,159,1286406.32,13,0,,,0,0,0
30709068977,2007,159,11570,6,0,,,0,0,0
30708510412,2004,159,7048.38,10,0,,,1.8130192,0,0
30557224277,2006,200,3889.2,39,0,ARGENTINA,ARG,6.5808573,0,0
30709174645,2006,200,4260,46,0,ARGENTINA,ARG,.032740582,0,0
30543834676,2007,200,337.6,36,0,ARGENTINA,ARG,0,0,0
30661814442,2008,200,1343.55,113,0,ARGENTINA,ARG,1019.6985,0,0
30708797827,2008,200,5726.08,17,0,ARGENTINA,ARG,4.0392289,0,0
33708503229,2005,200,9363.300000000001,15,0,ARGENTINA,ARG,0,0,0
30549871409,2007,200,6652.5,40,0,ARGENTINA,ARG,0,0,0
30556450184,2005,200,4584.48,87,0,ARGENTINA,ARG,620.52771,0,0
30699180218,2008,200,19239.4,9,0,ARGENTINA,ARG,0,0,0
33708503229,2006,200,176.36,16,0,ARGENTINA,ARG,0,0,0
30699180218,2007,200,14543.95,10,0,ARGENTINA,ARG,0,0,0
30551773716,2007,200,5704.48,16,0,ARGENTINA,ARG,0,0,0
30568222187,2006,200,1852,11,0,ARGENTINA,ARG,0,0,0
30673432898,2006,200,300,133,0,ARGENTINA,ARG,4.9438281,0,0
30709059056,2008,200,9820,13,0,ARGENTINA,ARG,0,0,0
30708158522,2007,200,3179.47,27,0,ARGENTINA,ARG,149.46786,0,0
30599945810,2005,201,4930,44,0,,,0,0,0
30708183691,2007,201,4753.12,48,0,,,50.134884,0,0
30708183691,2008,201,8621.450000000001,57,0,,,893.87817,0,0
30708920416,2006,201,3222.24,8,0,,,0,0,0
30556861699,2005,201,3686,36,0,,,0,0,0
30708183691,2006,201,2313.83,32,0,,,14.340375,0,0
30708243090,2007,201,5000,11,0,,,2.0351148,0,0
30708920416,2008,201,4509.13,6,0,,,2.8306406,0,0
30708920416,2007,201,6525.28,5,0,,,0,0,0
33575301679,2007,202,314013.09,152,0,BOLIVIA,BOL,0,0,1
30654691726,2004,202,43809.48,58,0,BOLIVIA,BOL,66.97908,0,1
30709045004,2008,202,25380.92,22,0,BOLIVIA,BOL,36.702915,0,1
30516694986,2005,202,7177.14,110,0,BOLIVIA,BOL,35.403625,0,1
30600566292,2005,202,0,,15031,BOLIVIA,BOL,0,0,1
30708143290,2006,202,1948365,46,0,BOLIVIA,BOL,0,0,1
30629170320,2004,202,4155,20,0,BOLIVIA,BOL,4.9259386,0,1
33636640439,2005,202,2972.52,39,0,BOLIVIA,BOL,0,0,1
30623058111,2005,202,10270.26,16,0,BOLIVIA,BOL,0,0,1
30597326463,2004,202,12224.1,16,0,BOLIVIA,BOL,0,0,1
30707749144,2004,202,10235.37,4,0,BOLIVIA,BOL,8.4493532,0,1
30638817124,2006,202,4760,9,4760,BOLIVIA,BOL,0,0,1
30708200227,2006,202,408.57,9,0,BOLIVIA,BOL,29.499264,0,1
30707816860,2004,202,951.95,4,0,BOLIVIA,BOL,0,0,1
33707989349,2008,202,73582.33,67,12520,BOLIVIA,BOL,0,0,1
30656545697,2008,202,37861.72,14,12292,BOLIVIA,BOL,78.240181,0,1
30594344509,2006,202,3800,18,0,BOLIVIA,BOL,18.105541,0,1
30672116348,2007,202,14000,25,0,BOLIVIA,BOL,140.06757,0,1
30708536853,2007,202,21000,15,0,BOLIVIA,BOL,2.4873621,0,1
30617777459,2007,202,2192,27,0,BOLIVIA,BOL,0,0,1
30654786689,2006,202,8898.939999999999,5,0,BOLIVIA,BOL,0,0,1
30601143670,2004,202,3500,21,0,BOLIVIA,BOL,9.509798,0,1
30609104461,2007,202,326067.57,42,0,BOLIVIA,BOL,.67837149,0,1
30698005862,2004,202,190.48,30,0,BOLIVIA,BOL,59.00864,0,1
30708359196,2005,202,149196.99,17,79290,BOLIVIA,BOL,169.68256,0,1
30673904900,2005,202,17499.07,85,0,BOLIVIA,BOL,0,0,1
30710177534,2008,202,165177.06,6,0,BOLIVIA,BOL,0,0,1
30614047174,2006,202,7757.52,25,0,BOLIVIA,BOL,.9494769,0,1
33575301679,2004,202,239394.95,148,0,BOLIVIA,BOL,963.05524,0,1
30709531782,2008,202,57960.89,19,44965,BOLIVIA,BOL,58.234863,0,1
30604999657,2008,202,36690,293,10950,BOLIVIA,BOL,601.43164,0,1
30503490834,2008,202,3890.86,16,0,BOLIVIA,BOL,0,0,1
30628452926,2006,202,8838.98,19,0,BOLIVIA,BOL,4.8783464,0,1
30708787384,2008,202,50216.9,9,0,BOLIVIA,BOL,54.863541,0,1
30708484977,2005,202,10446,6,0,BOLIVIA,BOL,0,0,1
30661361308,2006,202,36029,58,95470,BOLIVIA,BOL,413.28436,0,1
30708313536,2006,202,1805.34,28,0,BOLIVIA,BOL,36.211082,0,1
30708230215,2005,202,5931,127,0,BOLIVIA,BOL,0,0,1
30610855292,2005,202,2005.17,21,0,BOLIVIA,BOL,82.103348,0,1
30707947442,2007,202,0,,745,BOLIVIA,BOL,0,0,1
30504812193,2007,202,2840.65,38,8806,BOLIVIA,BOL,101.01275,0,1
30674273300,2007,202,20851.03,24,0,BOLIVIA,BOL,41.639088,0,1
30612470991,2004,202,2016,41,0,BOLIVIA,BOL,6.2600465,0,1
30624323315,2004,202,4500.469999999999,95,0,BOLIVIA,BOL,0,0,1
30661390618,2005,202,16588.9,12,0,BOLIVIA,BOL,0,0,1
30708864958,2008,202,18814.94,23,0,BOLIVIA,BOL,0,0,1
33515651859,2008,202,5345.9,65,0,BOLIVIA,BOL,0,0,1
30708174595,2007,202,3604.66,8,0,BOLIVIA,BOL,0,0,1
30587102362,2008,202,3915.61,23,0,BOLIVIA,BOL,29.896654,0,1
30707207066,2007,202,215559.35,52,176189,BOLIVIA,BOL,0,0,1
30710401531,2008,202,970,5,0,BOLIVIA,BOL,0,0,1
30708875054,2008,202,5314.67,8,0,BOLIVIA,BOL,.79512376,0,1
30616080586,2008,202,15394.06,21,0,BOLIVIA,BOL,118.34621,0,1
33709031479,2007,202,4901.79,27,0,BOLIVIA,BOL,3.2626441,0,1
30709427152,2008,202,44694.6,18,0,BOLIVIA,BOL,80.307503,0,1
30707539999,2006,202,4552.85,141,0,BOLIVIA,BOL,171.56065,0,1
30709473154,2007,202,1026,7,0,BOLIVIA,BOL,28.200874,0,1
33614830889,2007,202,6522.83,9,11858,BOLIVIA,BOL,0,0,1
30708719818,2006,202,3286.49,11,0,BOLIVIA,BOL,0,0,1
33663126429,2005,202,3052.38,9,0,BOLIVIA,BOL,0,0,1
30501847050,2007,202,182700,124,111711,BOLIVIA,BOL,212.91176,0,1
30579369341,2006,202,131200,25,0,BOLIVIA,BOL,1.6042886,0,1
30604999657,2006,202,6670,292,0,BOLIVIA,BOL,672.16418,0,1
30707607234,2006,202,82548.2,14,0,BOLIVIA,BOL,0,0,1
30587102362,2007,202,4592,23,0,BOLIVIA,BOL,34.823074,0,1
30708578327,2007,202,37999.96,11,0,BOLIVIA,BOL,0,0,1
30654691726,2006,202,102933.24,68,34159,BOLIVIA,BOL,222.07938,0,1
30708890940,2008,202,43734.61,60,0,BOLIVIA,BOL,74.709831,0,1
33575301679,2008,202,79369.25999999999,132,0,BOLIVIA,BOL,0,0,1
30708871504,2007,202,27443.1,21,0,BOLIVIA,BOL,0,0,1
30708376341,2008,202,48487.40999999999,83,0,BOLIVIA,BOL,0,0,1
30565929484,2008,202,64065.19,10,0,BOLIVIA,BOL,162.68233,0,1
30658381292,2008,202,26594,6,0,BOLIVIA,BOL,0,0,1
30707947442,2008,202,0,,745,BOLIVIA,BOL,0,0,1
33708790449,2008,202,22447,42,0,BOLIVIA,BOL,0,0,1
30691027437,2007,202,766.5,24,0,BOLIVIA,BOL,0,0,1
30606311989,2006,202,624.76,14,0,BOLIVIA,BOL,0,0,1
30707947442,2006,202,2158.39,26,0,BOLIVIA,BOL,0,0,1
30709554529,2008,202,542.49,8,0,BOLIVIA,BOL,1.5266377,0,1
30628691041,2005,202,2080,19,0,BOLIVIA,BOL,0,0,1
30690988352,2005,202,2651.24,51,0,BOLIVIA,BOL,45.459908,0,1
30583201617,2007,202,4131.42,81,0,BOLIVIA,BOL,10.789338,0,1
30619484041,2007,202,7620,43,0,BOLIVIA,BOL,0,0,1
30686422174,2008,202,4539.990000000001,7,0,BOLIVIA,BOL,0,0,1
30708814659,2007,202,108245.61,9,0,BOLIVIA,BOL,5.87922,0,1
33517441533,2006,202,1843.57,29,0,BOLIVIA,BOL,0,0,1
30668334063,2006,202,7861.679999999999,25,0,BOLIVIA,BOL,0,0,1
30559235470,2006,202,40990,60,40985,BOLIVIA,BOL,456.43646,0,1
30559320338,2006,202,7827.630000000001,30,0,BOLIVIA,BOL,5.9915261,0,1
30709367869,2008,202,3326.97,14,0,BOLIVIA,BOL,18.987556,0,1
30543448628,2008,202,52117.85,66,0,BOLIVIA,BOL,24.585226,0,1
30550102478,2008,202,179765.48,25,107626,BOLIVIA,BOL,0,0,1
30604999657,2005,202,8700,297,0,BOLIVIA,BOL,3670.5432,0,1
30522291125,2006,202,26198.82,43,9525,BOLIVIA,BOL,58.180012,0,1
